timestamp,track_id,event,confidence,alert_state
2026-03-05 20:03:34,21,ENTER,0.95,CLEAR
2026-03-05 20:03:49,26,ENTER,0.96,CLEAR
2026-03-05 20:04:02,37,ENTER,0.95,CLEAR
2026-03-05 20:46:08,1,ENTER,0.95,CLEAR
2026-03-05 20:59:12,1,EXIT,0.95,CLEAR
2026-03-05 21:26:39,1,ENTER,0.95,CLEAR
2026-03-05 21:27:10,54,EXIT,0.95,CLEAR
2026-03-07 03:54:08,11,EXIT,0.85,CLEAR
2026-03-07 03:54:09,17,ENTER,0.41,CLEAR
2026-03-07 14:24:29,2,EXIT,0.81,CLEAR
